question_id,clean_text
q297,tag_24 tag_40 tag_183 tag_184
q1131,tag_31 tag_32 tag_182 tag_181
q516,tag_179 tag_44 tag_45 tag_183 tag_185
q1391,tag_24 tag_26 tag_183 tag_184
q359,tag_30 tag_28 tag_37 tag_182 tag_184
q1060,tag_44 tag_45 tag_185 tag_184
q509,tag_31 tag_32 tag_182 tag_183
q3828,tag_103
q4076,tag_90
q3690,tag_87
q9359,tag_128
q5242,tag_140
q4446,tag_98
q3926,tag_135
q17315,tag_85
q5475,tag_103
q8152,tag_20 tag_21 tag_182
q10965,tag_8 tag_2 tag_183
q8179,tag_18 tag_7 tag_179 tag_183
q11230,tag_4 tag_2 tag_182
q84,tag_20 tag_21 tag_181
q136,tag_3 tag_2 tag_179 tag_182
q5258,tag_87
q5517,tag_86
q8717,tag_88
q4344,tag_103
q5632,tag_89
q9550,tag_118
q5487,tag_106
q4559,tag_102
q17135,tag_98
q5061,tag_107
q4619,tag_131
q6129,tag_119
q5846,tag_98
q8801,tag_76
q5065,tag_117
q3121,tag_62 tag_58 tag_183
q3120,tag_62 tag_53 tag_183
q3122,tag_62 tag_55 tag_183
q3484,tag_63 tag_179 tag_52 tag_182
q3483,tag_63 tag_179 tag_56 tag_182
q3485,tag_63 tag_179 tag_52 tag_182
q3074,tag_59 tag_58 tag_181
q3072,tag_59 tag_53 tag_181
q3073,tag_59 tag_54 tag_181
q3049,tag_59 tag_57 tag_181
q3048,tag_59 tag_52 tag_181
q3050,tag_59 tag_52 tag_181
q3041,tag_70 tag_55 tag_185
q3040,tag_70 tag_52 tag_185
q3039,tag_70 tag_56 tag_185
q6830,tag_179 tag_109
q6831,tag_179 tag_143
q6832,tag_179 tag_128
q6829,tag_179 tag_74
q6898,tag_179 tag_77
q6897,tag_179 tag_88
q6899,tag_179 tag_76
q6900,tag_179 tag_143
q6966,tag_179 tag_81
q6967,tag_179 tag_74
q6965,tag_179 tag_71
q6968,tag_179 tag_143
q8069,tag_8 tag_2 tag_181
q11238,tag_13 tag_2 tag_184
q8085,tag_10 tag_7 tag_181
q11055,tag_1 tag_2 tag_181
q31,tag_1 tag_2 tag_179 tag_181
q118,tag_14 tag_2 tag_179 tag_182
q11007,tag_10 tag_7 tag_181
q4904,tag_81
q10265,tag_85
q5282,tag_117
q4313,tag_100
q10157,tag_85
q6188,tag_128
q10128,tag_83
q5693,tag_126
q5725,tag_117
q9075,tag_83
q6313,tag_74
q10181,tag_77
q4746,tag_135
q3912,tag_118
q6498,tag_92
q9054,tag_85
q6409,tag_77
q9470,tag_106
q5675,tag_121
q8628,tag_83
q1336,tag_27 tag_24 tag_26 tag_185 tag_183
q202,tag_24 tag_40 tag_181 tag_185
q959,tag_30 tag_38 tag_39 tag_182 tag_181
q520,tag_24 tag_25 tag_183 tag_185
q335,tag_44 tag_45 tag_181 tag_185
q1165,tag_44 tag_45 tag_184 tag_181
q1003,tag_44 tag_45 tag_181 tag_182
q6479,tag_83
q6725,tag_129
q218,tag_24 tag_50 tag_184 tag_185
q5647,tag_74
q5720,tag_83
q3622,tag_74
q5115,tag_74
q5698,tag_77
q6276,tag_74
q4845,tag_90
q8853,tag_77
q4317,tag_100
q8386,tag_77
q404,tag_24 tag_40 tag_185 tag_181
q998,tag_24 tag_43 tag_183 tag_184
q1075,tag_38 tag_39 tag_181 tag_182
q984,tag_24 tag_33 tag_184 tag_183
q9773,tag_78
q3695,tag_132
q4040,tag_81
q9928,tag_85
q6508,tag_114
q6187,tag_140
q10180,tag_85
q5504,tag_106
q9543,tag_94
q4688,tag_71
q9185,tag_85
q4038,tag_81
q5930,tag_80
q8923,tag_114
q5394,tag_133
q8647,tag_77
q4047,tag_133
q10164,tag_85
q1084,tag_34 tag_42 tag_182 tag_183
q397,tag_24 tag_50 tag_181 tag_183
q1335,tag_24 tag_43 tag_185 tag_183
q1259,tag_24 tag_40 tag_185 tag_183
q774,tag_38 tag_39 tag_185 tag_181
q6194,tag_123
q4648,tag_71
q6186,tag_140
q9653,tag_78
q4596,tag_134
q5498,tag_82
q5272,tag_123
q9777,tag_86
q5482,tag_86
q6477,tag_83
q4568,tag_85
q9519,tag_83
q4161,tag_101
q6254,tag_129
q8535,tag_77
q3919,tag_114
q9922,tag_85
q3831,tag_96
q4569,tag_85
q10175,tag_85
q3985,tag_132
q5050,tag_107
q8625,tag_85
q6221,tag_99
q6330,tag_94
q8644,tag_77
q4603,tag_72
q9837,tag_85
q1316,tag_30 tag_28 tag_29 tag_184 tag_185
q1115,tag_24 tag_50 tag_185 tag_184
q666,tag_24 tag_40 tag_182 tag_181
q692,tag_179 tag_44 tag_45 tag_184 tag_181
q902,tag_30 tag_46 tag_47 tag_181 tag_184
q1240,tag_27 tag_28 tag_45 tag_181 tag_185
q583,tag_30 tag_44 tag_45 tag_182 tag_184
q9488,tag_76
q3898,tag_123
q9092,tag_77
q1292,tag_24 tag_33 tag_181 tag_185
q878,tag_51 tag_24 tag_26 tag_183 tag_181
q758,tag_30 tag_34 tag_42 tag_182 tag_183
q588,tag_24 tag_25 tag_182 tag_183
q9325,tag_121
q4552,tag_130
q5649,tag_128
q4695,tag_71
q5466,tag_96
q6094,tag_119
q10190,tag_77
q6123,tag_119
q9935,tag_77
q5324,tag_81
q6215,tag_88
q8852,tag_110
q6443,tag_94
q9109,tag_77
q5562,tag_84
q4464,tag_104
q5248,tag_97
q9004,tag_78
q4078,tag_120
q6160,tag_92
q10245,tag_83
q9631,tag_133
q9410,tag_79
q4260,tag_86
q4248,tag_82
q10074,tag_76
q952,tag_51 tag_24 tag_26 tag_183 tag_182
q336,tag_179 tag_28 tag_29 tag_184 tag_183
q439,tag_44 tag_49 tag_185 tag_183
q427,tag_24 tag_40 tag_183 tag_185
q422,tag_23 tag_24 tag_33 tag_185 tag_181
q1000,tag_24 tag_33 tag_182 tag_183
q856,tag_30 tag_28 tag_29 tag_181 tag_185
q982,tag_24 tag_33 tag_183 tag_182
q448,tag_30 tag_179 tag_34 tag_35 tag_185 tag_183
q447,tag_27 tag_46 tag_47 tag_183 tag_181
q9879,tag_83
q4475,tag_107
q5651,tag_72
q9823,tag_141
q6338,tag_88
q5052,tag_107
q8514,tag_85
q5685,tag_104
q8666,tag_73
q8589,tag_106
q8682,tag_121
q4924,tag_84
q4127,tag_94
q10113,tag_77
q5691,tag_126
q5103,tag_100
q8804,tag_115
q6183,tag_140
q10018,tag_78
q9949,tag_77
q4493,tag_116
q4870,tag_71
q9690,tag_77
q5547,tag_80
q5333,tag_116
q9415,tag_122
q5414,tag_134
q4084,tag_87
q8590,tag_106
q5625,tag_82
q6450,tag_77
q9911,tag_85
q6340,tag_117
q5360,tag_78
q4058,tag_87
q10299,tag_85
q4548,tag_80
q6387,tag_85
q6114,tag_87
q10086,tag_83
q5722,tag_83
q6503,tag_114
q10278,tag_77
q6499,tag_114
q4089,tag_119
q9462,tag_77
q6431,tag_88
q5040,tag_134
q10106,tag_108
q4582,tag_132
q9458,tag_77
q5161,tag_105
q4777,tag_98
q6509,tag_116
q4883,tag_132
q5266,tag_121
q4803,tag_71
q8821,tag_108
q4758,tag_103
q4315,tag_84
q6413,tag_106
q9939,tag_77
q6486,tag_105
q5630,tag_73
q8200,tag_71
q5308,tag_130
q5222,tag_90
q4602,tag_72
q9795,tag_98
q6156,tag_91
q8445,tag_74
q6355,tag_130
q9856,tag_76
q4450,tag_72
q4520,tag_117
q6539,tag_90
q9497,tag_84
q4336,tag_83
q4514,tag_79
q5396,tag_133
q9056,tag_76
q5246,tag_123
q5417,tag_133
q918,tag_27 tag_24 tag_48 tag_183 tag_184
q4829,tag_83
q5424,tag_98
q5335,tag_78
q4025,tag_76
q5243,tag_123
q8164,tag_5 tag_2 tag_179 tag_182
q8400,tag_74
q4598,tag_83
q3950,tag_76
q5446,tag_86
q8534,tag_77
q6064,tag_120
q4358,tag_71
q8504,tag_85
q5657,tag_72
q4479,tag_99
q10244,tag_83
q5277,tag_93
q4561,tag_101
q10005,tag_83
q6061,tag_120
q4489,tag_114
q8867,tag_85
q3960,tag_84
q9762,tag_76
q5853,tag_80
q6159,tag_85
q8993,tag_78
q6193,tag_95
q6516,tag_116
q9732,tag_76
q3929,tag_94
q10281,tag_85
q4179,tag_84
q5510,tag_96
q9475,tag_76
q4792,tag_88
q6205,tag_82
q9537,tag_94
q4144,tag_71
q6529,tag_119
q10112,tag_76
q5310,tag_105
q4027,tag_105
q3697,tag_122
q10200,tag_77
q4553,tag_130
q4102,tag_93
q8623,tag_85
q6528,tag_90
q17376,tag_86
q6069,tag_87
q9807,tag_140
q4056,tag_81
q5249,tag_90
q5189,tag_74
q3927,tag_85
q6458,tag_76
q4797,tag_98
q6541,tag_95
q3667,tag_77
q10027,tag_78
q6755,tag_76
q4774,tag_88
q3860,tag_74
q6750,tag_119
q6108,tag_119
q5805,tag_74
q6086,tag_119
q377,tag_30 tag_31 tag_32 tag_185 tag_181
q6278,tag_74
q5577,tag_84
q6372,tag_85
q983,tag_179 tag_31 tag_32 tag_183 tag_181
q5095,tag_109
q98,tag_5 tag_2 tag_179 tag_184
q5385,tag_71
q3884,tag_74
q4124,tag_72
q5010,tag_74
q6301,tag_74
q6148,tag_74
q6359,tag_84
q5709,tag_83
q387,tag_34 tag_35 tag_181 tag_185
q3298,tag_60 tag_53 tag_181
q3297,tag_60 tag_56 tag_181
q3299,tag_60 tag_54 tag_181
q2754,tag_68 tag_56 tag_182
q2756,tag_68 tag_55 tag_182
q2755,tag_68 tag_54 tag_182
q1780,tag_54 tag_184 tag_185 tag_181
q1781,tag_54 tag_184 tag_185 tag_181
q1779,tag_54 tag_184 tag_185 tag_181
q9508,tag_83
q5313,tag_113
q5373,tag_82
q9715,tag_76
q5386,tag_71
q4491,tag_115
q17118,tag_76
q3666,tag_93
q5096,tag_130
q5234,tag_72
q4321,tag_102
q10253,tag_132
q1054,tag_44 tag_45 tag_185 tag_183
q1384,tag_30 tag_44 tag_45 tag_182 tag_181
q566,tag_24 tag_43 tag_183 tag_181
q835,tag_36 tag_37 tag_181 tag_183
q740,tag_24 tag_43 tag_182 tag_181
q699,tag_30 tag_28 tag_37 tag_182 tag_181
q1153,tag_30 tag_24 tag_41 tag_183 tag_182
q1225,tag_44 tag_49 tag_181 tag_185
q423,tag_24 tag_25 tag_185 tag_183
q724,tag_31 tag_42 tag_183 tag_185
q968,tag_44 tag_45 tag_183 tag_184
q888,tag_34 tag_35 tag_182 tag_181
q1089,tag_179 tag_34 tag_35 tag_183 tag_182
q283,tag_27 tag_179 tag_24 tag_25 tag_182 tag_184
q1267,tag_34 tag_42 tag_183 tag_182
q745,tag_27 tag_24 tag_43 tag_182 tag_181
q1110,tag_27 tag_24 tag_50 tag_185 tag_183
q8068,tag_1 tag_2 tag_182
q8067,tag_13 tag_2 tag_179 tag_183
q10951,tag_19 tag_2 tag_182
q41,tag_4 tag_2 tag_181
q143,tag_11 tag_7 tag_181
q2,tag_15 tag_2 tag_182
q10969,tag_10 tag_7 tag_181
q8109,tag_16 tag_2 tag_181
q10977,tag_18 tag_7 tag_181
q8165,tag_13 tag_2 tag_183
q11242,tag_6 tag_7 tag_184
q8161,tag_5 tag_2 tag_181
q73,tag_5 tag_2 tag_179 tag_183
q8175,tag_6 tag_7 tag_179 tag_183
q11231,tag_6 tag_7 tag_183
q8084,tag_6 tag_7 tag_183
q10956,tag_19 tag_2 tag_183
q141,tag_9 tag_2 tag_183
q11217,tag_18 tag_7 tag_181
q792,tag_28 tag_35 tag_184 tag_183
q1280,tag_23 tag_24 tag_33 tag_184 tag_181
q949,tag_38 tag_39 tag_182 tag_183
q1250,tag_24 tag_41 tag_183 tag_185
q1143,tag_36 tag_37 tag_182 tag_181
q877,tag_179 tag_28 tag_29 tag_184 tag_183
q1114,tag_36 tag_37 tag_184 tag_185
q905,tag_24 tag_41 tag_182 tag_183
q631,tag_24 tag_26 tag_183 tag_182
q285,tag_34 tag_35 tag_184 tag_182
q11086,tag_6 tag_7 tag_184
q11,tag_15 tag_2 tag_181
q10954,tag_13 tag_2 tag_181
q123,tag_17 tag_7 tag_183
q11170,tag_180 tag_2 tag_183
q171,tag_9 tag_2 tag_184
q122,tag_8 tag_2 tag_181
q11148,tag_14 tag_2 tag_181
q27,tag_4 tag_2 tag_179 tag_183
q121,tag_20 tag_21 tag_185
q74,tag_5 tag_2 tag_179 tag_184
q11142,tag_19 tag_2 tag_182
q112,tag_14 tag_2 tag_179 tag_182
q132,tag_12 tag_2 tag_179 tag_182
q259,tag_24 tag_25 tag_182 tag_183
q788,tag_31 tag_42 tag_183 tag_181
q825,tag_46 tag_47 tag_182 tag_183
q256,tag_34 tag_42 tag_184 tag_183
q1266,tag_31 tag_45 tag_184 tag_182
q291,tag_24 tag_41 tag_182 tag_181
q1076,tag_30 tag_36 tag_37 tag_181 tag_183
q547,tag_27 tag_179 tag_28 tag_29 tag_184 tag_181
q11070,tag_8 tag_2 tag_184
q8168,tag_6 tag_7 tag_179 tag_182
q8180,tag_6 tag_7 tag_184
q11188,tag_13 tag_2 tag_181
q4375,tag_98
q643,tag_28 tag_37 tag_184 tag_181
q4502,tag_74
q6382,tag_85
q8695,tag_119
q5756,tag_74
q6369,tag_85
q130,tag_6 tag_7 tag_182
q3741,tag_78
q6237,tag_79
q3992,tag_86
q4485,tag_81
q4395,tag_84
q5540,tag_80
q489,tag_30 tag_34 tag_35 tag_184 tag_182
q5976,tag_84
q6294,tag_105
q4879,tag_71
q1365,tag_38 tag_39 tag_184 tag_181
q5776,tag_107
q206,tag_31 tag_32 tag_183 tag_185
q4101,tag_121
q4819,tag_77
q4160,tag_94
q6392,tag_77
q6435,tag_78
q4947,tag_74
q360,tag_30 tag_36 tag_37 tag_184 tag_181
q568,tag_24 tag_25 tag_182 tag_183
q503,tag_36 tag_37 tag_181 tag_183
q333,tag_30 tag_36 tag_37 tag_184 tag_181
q523,tag_30 tag_179 tag_34 tag_42 tag_185 tag_181
q532,tag_24 tag_50 tag_184 tag_181
q601,tag_24 tag_33 tag_183 tag_182
q9432,tag_85
q8411,tag_74
q8842,tag_137
q271,tag_36 tag_37 tag_182 tag_183
q1213,tag_28 tag_29 tag_181 tag_183
q1260,tag_27 tag_179 tag_24 tag_41 tag_181 tag_185
q861,tag_24 tag_41 tag_185 tag_181
q1385,tag_30 tag_28 tag_29 tag_181 tag_184
q18014,tag_34 tag_35 tag_184 tag_181
q1103,tag_24 tag_26 tag_185 tag_181
q6045,tag_103
q4793,tag_82
q4961,tag_74
q5843,tag_84
q6731,tag_77
q4310,tag_86
q6472,tag_83
q626,tag_23 tag_24 tag_33 tag_183 tag_181
q609,tag_38 tag_39 tag_184 tag_181
q1258,tag_28 tag_42 tag_185 tag_183
q1147,tag_24 tag_26 tag_182 tag_181
q9919,tag_85
q4691,tag_71
q1211,tag_34 tag_42 tag_183 tag_185
q5815,tag_74
q9580,tag_119
q5091,tag_129
q4914,tag_83
q4730,tag_74
q4111,tag_87
q5104,tag_103
q401,tag_23 tag_24 tag_25 tag_185 tag_181
q4800,tag_84
q4852,tag_71
q3799,tag_106
q6327,tag_94
q8154,tag_9 tag_2 tag_183
q5659,tag_87
q5957,tag_84
q9641,tag_78
q4599,tag_83
q3633,tag_74
q456,tag_44 tag_45 tag_184 tag_181
q729,tag_27 tag_36 tag_37 tag_183 tag_181
q684,tag_24 tag_50 tag_183 tag_182
q245,tag_24 tag_25 tag_185 tag_183
q1175,tag_27 tag_34 tag_42 tag_184 tag_182
q312,tag_23 tag_24 tag_25 tag_183 tag_181
q1159,tag_30 tag_44 tag_45 tag_181 tag_183
q1112,tag_24 tag_40 tag_183 tag_185
q554,tag_30 tag_34 tag_35 tag_184 tag_181
q732,tag_36 tag_37 tag_181 tag_185
q507,tag_27 tag_24 tag_41 tag_183 tag_181
q822,tag_28 tag_29 tag_183 tag_181
q652,tag_31 tag_32 tag_182 tag_183
q561,tag_38 tag_39 tag_182 tag_181
q1360,tag_34 tag_42 tag_184 tag_181
q655,tag_30 tag_24 tag_26 tag_182 tag_183
q1086,tag_179 tag_36 tag_37 tag_182 tag_183
q5265,tag_121
q4771,tag_119
q10042,tag_78
q78,tag_17 tag_7 tag_184
q8473,tag_74
q9845,tag_85
q9937,tag_77
q10034,tag_78
q394,tag_185 tag_183 tag_30 tag_34 tag_35
q5326,tag_92
q4169,tag_77
q5320,tag_114
q5365,tag_78
q5247,tag_90
q3944,tag_76
q6178,tag_85
q4151,tag_76
q4043,tag_81
q9576,tag_119
q6290,tag_74
q3786,tag_86
q6759,tag_85
q3793,tag_82
q5039,tag_78
q5055,tag_119
q3871,tag_74
q4528,tag_123
q380,tag_36 tag_37 tag_185 tag_181
q368,tag_30 tag_24 tag_33 tag_185 tag_183
q6858,tag_179 tag_76
q6857,tag_179 tag_77
q6860,tag_179 tag_143
q6859,tag_179 tag_122
q6888,tag_143
q6887,tag_72
q6885,tag_144
q6886,tag_85
q6687,tag_84
q6686,tag_85
q6685,tag_77
q6688,tag_143
q11112,tag_9 tag_2 tag_181
q158,tag_8 tag_2 tag_181
q8133,tag_11 tag_7 tag_183
q11131,tag_8 tag_2 tag_181
q11140,tag_6 tag_7 tag_184
q8162,tag_20 tag_21 tag_185
q1257,tag_27 tag_34 tag_42 tag_183 tag_181
q762,tag_30 tag_44 tag_45 tag_183 tag_182
q2117,tag_54 tag_183 tag_182
q2115,tag_56 tag_183 tag_182
q2116,tag_53 tag_183 tag_182
q1748,tag_54 tag_182 tag_183
q1747,tag_58 tag_182 tag_183
q1746,tag_52 tag_182 tag_183
q2484,tag_53 tag_181 tag_185
q2485,tag_54 tag_181 tag_185
q2486,tag_54 tag_181 tag_185
q10627,tag_143
q10628,tag_93
q10626,tag_74
q10629,tag_77
q6854,tag_76
q6855,tag_143
q6853,tag_121
q6856,tag_134
q10644,tag_85
q10642,tag_98
q10643,tag_72
q10645,tag_143
q10823,tag_106
q10822,tag_143
q10821,tag_85
q10820,tag_73
q4098,tag_119
q6534,tag_121
q11095,tag_9 tag_2 tag_183
q3,tag_14 tag_2 tag_179 tag_183
q8157,tag_12 tag_2 tag_185
q11105,tag_14 tag_2 tag_182
q735,tag_38 tag_39 tag_185 tag_183
q2090,tag_54 tag_182 tag_183
q2089,tag_52 tag_182 tag_183
q2088,tag_53 tag_182 tag_183
q1759,tag_57 tag_183 tag_185 tag_184
q1760,tag_179 tag_55 tag_183 tag_185 tag_184
q1758,tag_53 tag_183 tag_185 tag_184
q2131,tag_53 tag_182 tag_183
q2130,tag_56 tag_182 tag_183
q2132,tag_55 tag_182 tag_183
q59,tag_17 tag_7 tag_183
q11014,tag_6 tag_7 tag_183
q145,tag_13 tag_2 tag_183
q8142,tag_4 tag_2 tag_183
q10984,tag_180 tag_2 tag_184
q8114,tag_14 tag_2 tag_179 tag_182
q6920,tag_179 tag_143
q6919,tag_179 tag_85
q6917,tag_179 tag_77
q6918,tag_179 tag_78
q6940,tag_179 tag_77
q6938,tag_179 tag_143
q6937,tag_179 tag_81
q6939,tag_179 tag_108
q9153,tag_76
q10318,tag_130
q5454,tag_82
q3428,tag_70 tag_56 tag_182
q3427,tag_70 tag_54 tag_182
q3426,tag_70 tag_56 tag_182
q3550,tag_59 tag_53 tag_182
q3549,tag_59 tag_56 tag_182
q3551,tag_59 tag_57 tag_182
q2671,tag_68 tag_53 tag_184
q2672,tag_68 tag_55 tag_184
q2670,tag_68 tag_56 tag_184
q1667,tag_52 tag_183 tag_184
q1666,tag_52 tag_183 tag_184
q1665,tag_53 tag_183 tag_184
q160,tag_8 tag_2 tag_185
q8108,tag_18 tag_7 tag_183
q11083,tag_20 tag_21 tag_181
q9167,tag_85
q5646,tag_130
q63,tag_4 tag_2 tag_185
q8176,tag_4 tag_2 tag_184
q11158,tag_8 tag_2 tag_181
q1055,tag_27 tag_24 tag_26 tag_185 tag_183
q10049,tag_78
q5197,tag_74
q5293,tag_80
q5003,tag_74
q5453,tag_103
q6143,tag_83
q6722,tag_77
q4014,tag_85
q9642,tag_78
q10107,tag_107
q4091,tag_90
q5341,tag_135
q8704,tag_88
q4790,tag_100
q4563,tag_129
q8843,tag_125
q5635,tag_93
q9678,tag_85
q5566,tag_98
q4158,tag_102
q10289,tag_77
q421,tag_46 tag_47 tag_181 tag_184
q1121,tag_179 tag_34 tag_42 tag_183 tag_185
q981,tag_36 tag_37 tag_183 tag_184
q317,tag_23 tag_179 tag_24 tag_25 tag_183 tag_185
q412,tag_31 tag_42 tag_183 tag_184
q1010,tag_24 tag_41 tag_185 tag_183
q992,tag_179 tag_24 tag_48 tag_183 tag_184
q962,tag_38 tag_39 tag_181 tag_182
q977,tag_44 tag_45 tag_181 tag_182
q491,tag_179 tag_34 tag_35 tag_181 tag_184
q497,tag_28 tag_29 tag_183 tag_184
q1217,tag_24 tag_26 tag_183 tag_185
q1168,tag_31 tag_32 tag_181 tag_183
q5051,tag_107
q4282,tag_129
q5004,tag_100
q9327,tag_120
q8425,tag_83
q971,tag_24 tag_33 tag_181 tag_182
q399,tag_30 tag_31 tag_32 tag_185 tag_181
q346,tag_179 tag_34 tag_35 tag_184 tag_182
q1212,tag_30 tag_179 tag_31 tag_32 tag_185 tag_181
q960,tag_24 tag_26 tag_182 tag_183
q1301,tag_31 tag_32 tag_183 tag_181
q8554,tag_85
q4231,tag_71
q3906,tag_84
q4198,tag_77
q8768,tag_85
q597,tag_24 tag_41 tag_182 tag_184
q1243,tag_28 tag_29 tag_181 tag_183
q203,tag_38 tag_39 tag_183 tag_185
q741,tag_27 tag_38 tag_39 tag_183 tag_182
q6480,tag_76
q8594,tag_97
q5786,tag_89
q5759,tag_100
q5987,tag_104
q8859,tag_85
q4190,tag_76
q3899,tag_80
q5520,tag_96
q5772,tag_109
q4246,tag_86
q10227,tag_84
q6097,tag_121
q4539,tag_145
q8576,tag_77
q3812,tag_72
q1105,tag_30 tag_34 tag_35 tag_185 tag_181
q994,tag_24 tag_41 tag_181 tag_183
q385,tag_24 tag_41 tag_183 tag_185
q690,tag_31 tag_32 tag_184 tag_181
q470,tag_27 tag_179 tag_24 tag_26 tag_184 tag_181
q3763,tag_96
q9559,tag_118
q6524,tag_121
q5043,tag_133
q5760,tag_83
q9161,tag_85
q9389,tag_144
q3901,tag_83
q4769,tag_129
q8883,tag_76
q5664,tag_95
q5079,tag_72
q5849,tag_104
q8990,tag_72
q3953,tag_76
q721,tag_179 tag_34 tag_42 tag_185 tag_181
q301,tag_34 tag_42 tag_183 tag_182
q1063,tag_23 tag_24 tag_33 tag_183 tag_181
q813,tag_31 tag_32 tag_181 tag_184
q6323,tag_129
q9098,tag_86
q9851,tag_77
q5223,tag_138
q10310,tag_85
q463,tag_27 tag_179 tag_38 tag_39 tag_184 tag_181
q1073,tag_24 tag_41 tag_182 tag_183
q242,tag_24 tag_41 tag_183 tag_185
q1101,tag_27 tag_24 tag_26 tag_181 tag_185
q1294,tag_24 tag_41 tag_181 tag_185
q1154,tag_28 tag_29 tag_184 tag_181
q751,tag_46 tag_47 tag_182 tag_181
q1393,tag_30 tag_38 tag_39 tag_182 tag_184
q6053,tag_103
q4187,tag_72
q8705,tag_88
q6352,tag_130
q647,tag_27 tag_46 tag_47 tag_183 tag_182
q314,tag_24 tag_43 tag_185 tag_183
q713,tag_38 tag_39 tag_184 tag_185
q985,tag_46 tag_47 tag_184 tag_183
q890,tag_23 tag_24 tag_33 tag_182 tag_181
q230,tag_24 tag_48 tag_181 tag_183
q1326,tag_30 tag_34 tag_35 tag_183 tag_185
q5650,tag_128
q8508,tag_85
q8630,tag_77
q6177,tag_99
q4540,tag_128
q8918,tag_114
q5369,tag_106
q9955,tag_77
q5678,tag_95
q6074,tag_125
q8605,tag_77
q4386,tag_98
q6452,tag_106
q8959,tag_115
q6258,tag_83
q9103,tag_119
q411,tag_30 tag_34 tag_42 tag_185 tag_181
q542,tag_30 tag_31 tag_49 tag_182 tag_184
q1014,tag_24 tag_40 tag_181 tag_185
q1253,tag_46 tag_47 tag_184 tag_185
q947,tag_27 tag_24 tag_40 tag_183 tag_181
q221,tag_36 tag_37 tag_185 tag_183
q1241,tag_27 tag_24 tag_43 tag_183 tag_185
q5666,tag_119
q3764,tag_86
q8492,tag_85
q8703,tag_88
q6034,tag_106
q9436,tag_85
q4680,tag_71
q9112,tag_76
q8822,tag_108
q342,tag_179 tag_46 tag_47 tag_183 tag_181
q728,tag_44 tag_45 tag_183 tag_185
q657,tag_27 tag_179 tag_28 tag_45 tag_181 tag_182
q1119,tag_30 tag_34 tag_35 tag_181 tag_184
q494,tag_36 tag_37 tag_181 tag_183
q376,tag_183 tag_185 tag_24 tag_43
q220,tag_27 tag_31 tag_32 tag_181 tag_185
q922,tag_27 tag_24 tag_26 tag_183 tag_182
q546,tag_30 tag_34 tag_35 tag_183 tag_182
q920,tag_24 tag_48 tag_182 tag_184
q1283,tag_28 tag_43 tag_181 tag_183
q659,tag_23 tag_24 tag_33 tag_182 tag_184
q398,tag_30 tag_24 tag_43 tag_183 tag_184
q8509,tag_85
q6139,tag_95
q4311,tag_77
q9761,tag_76
q5768,tag_131
q9336,tag_87
q5682,tag_137
q8953,tag_114
q4508,tag_75
q4192,tag_106
q5067,tag_112
q5287,tag_79
q9165,tag_85
q6067,tag_119
q5724,tag_117
q309,tag_28 tag_29 tag_183 tag_184
q374,tag_183 tag_185 tag_30 tag_31 tag_32
q993,tag_30 tag_38 tag_39 tag_182 tag_181
q1400,tag_46 tag_47 tag_184 tag_182
q1097,tag_179 tag_46 tag_39 tag_181 tag_183
q1071,tag_24 tag_26 tag_181 tag_182
q212,tag_27 tag_24 tag_26 tag_183 tag_184
q686,tag_30 tag_179 tag_38 tag_39 tag_184 tag_182
q5713,tag_71
q6062,tag_95
q5492,tag_82
q5284,tag_117
q6749,tag_85
q9965,tag_76
q6345,tag_75
q4535,tag_126
q8530,tag_76
q6517,tag_116
q4732,tag_116
q8943,tag_78
q4028,tag_72
q3847,tag_82
q8207,tag_85
q4615,tag_78
q3676,tag_85
q4202,tag_76
q9702,tag_83
q1068,tag_23 tag_179 tag_28 tag_47 tag_183 tag_181
q790,tag_27 tag_24 tag_40 tag_185 tag_183
q329,tag_30 tag_179 tag_38 tag_39 tag_183 tag_185
q1135,tag_31 tag_32 tag_181 tag_183
q350,tag_179 tag_46 tag_47 tag_182 tag_181
q1116,tag_179 tag_34 tag_42 tag_181 tag_185
q552,tag_36 tag_37 tag_184 tag_181
q1176,tag_28 tag_29 tag_184 tag_181
q1019,tag_38 tag_39 tag_181 tag_183
q656,tag_23 tag_24 tag_25 tag_184 tag_183
q4865,tag_132
q4631,tag_132
q3759,tag_103
q4469,tag_109
q9203,tag_85
q6504,tag_92
q273,tag_179 tag_44 tag_45 tag_181 tag_183
q838,tag_179 tag_34 tag_35 tag_183 tag_184
q608,tag_179 tag_44 tag_45 tag_181 tag_183
q805,tag_179 tag_34 tag_35 tag_183 tag_184
q388,tag_44 tag_45 tag_184 tag_185
q914,tag_30 tag_24 tag_33 tag_184 tag_181
q1051,tag_24 tag_41 tag_185 tag_181
q1125,tag_38 tag_39 tag_182 tag_183
q4180,tag_86
q8956,tag_116
q6287,tag_74
q6261,tag_108
q4516,tag_79
q8777,tag_85
q10196,tag_77
q880,tag_24 tag_41 tag_184 tag_183
q1179,tag_179 tag_31 tag_45 tag_182 tag_183
q674,tag_30 tag_31 tag_32 tag_181 tag_182
q837,tag_30 tag_34 tag_42 tag_181 tag_183
q1018,tag_30 tag_34 tag_35 tag_185 tag_181
q936,tag_24 tag_40 tag_181 tag_182
q3808,tag_103
q5743,tag_129
q8392,tag_76
q5429,tag_86
q6225,tag_99
q818,tag_46 tag_47 tag_181 tag_184
q1249,tag_44 tag_45 tag_185 tag_183
q9183,tag_85
