question_id,tags,Pseudoteks (clean_text)
q1286,34;42;184;182,tag_34 tag_42 tag_184 tag_182
q500,24;43;184;181,tag_24 tag_43 tag_184 tag_181
q830,27;28;45;184;182,tag_27 tag_28 tag_45 tag_184 tag_182
q356,30;34;42;181;183,tag_30 tag_34 tag_42 tag_181 tag_183
q784,24;25;184;181,tag_24 tag_25 tag_184 tag_181
q545,30;179;38;39;184;181,tag_30 tag_179 tag_38 tag_39 tag_184 tag_181
q1104,24;43;181;183,tag_24 tag_43 tag_181 tag_183
q1261,30;34;35;184;185,tag_30 tag_34 tag_35 tag_184 tag_185
q773,24;50;183;185,tag_24 tag_50 tag_183 tag_185
q921,38;39;184;181,tag_38 tag_39 tag_184 tag_181
q522,24;33;183;181,tag_24 tag_33 tag_183 tag_181
q1088,31;32;181;183,tag_31 tag_32 tag_181 tag_183
q1037,31;32;184;183,tag_31 tag_32 tag_184 tag_183
q1368,30;24;33;181;183,tag_30 tag_24 tag_33 tag_181 tag_183
q67,4;2;181,tag_4 tag_2 tag_181
q8097,11;7;181,tag_11 tag_7 tag_181
q8116,1;2;184,tag_1 tag_2 tag_184
q92,4;2;182,tag_4 tag_2 tag_182
q8167,9;2;179;181,tag_9 tag_2 tag_179 tag_181
q33,4;2;179;183,tag_4 tag_2 tag_179 tag_183
q8122,3;2;181,tag_3 tag_2 tag_181
q5281,93,tag_93
q6362,80,tag_80
q5761,102,tag_102
q10230,84,tag_84
q4272,89,tag_89
q5971,84,tag_84
q9868,77,tag_77
q5331,116,tag_116
q6141,87,tag_87
q8624,76,tag_76
q6091,87,tag_87
q4804,119,tag_119
q5289,79,tag_79
q10099,83,tag_83
q5407,133,tag_133
q4348,71,tag_71
q3730,78,tag_78
q9012,81,tag_81
q6518,80,tag_80
q4222,71,tag_71
q4172,144,tag_144
q8906,78,tag_78
q4219,71,tag_71
q4529,123,tag_123
q4478,112,tag_112
q10205,106,tag_106
q5041,134,tag_134
q6494,113,tag_113
q5307,130,tag_130
q9078,86,tag_86
q8417,105,tag_105
q6191,121,tag_121
q9748,94,tag_94
q3791,82,tag_82
q5780,110,tag_110
q4767,101,tag_101
q8760,85,tag_85
q4163,75,tag_75
q5603,84,tag_84
q9711,83,tag_83
q5437,82,tag_82
q4487,114,tag_114
q9387,119,tag_119
q3910,118,tag_118
q6511,92,tag_92
q8668,87,tag_87
q10302,76,tag_76
q4706,71,tag_71
q5219,123,tag_123
q10064,76,tag_76
q4564,131,tag_131
q5736,75,tag_75
q4480,99,tag_99
q10323,96,tag_96
q6182,72,tag_72
q6322,129,tag_129
q5585,104,tag_104
q8800,85,tag_85
q4297,125,tag_125
q4507,88,tag_88
q5391,138,tag_138
q8939,78,tag_78
q6748,78,tag_78
q3997,103,tag_103
q4775,144,tag_144
q8707,88,tag_88
q4512,93,tag_93
q5468,106,tag_106
q3952,76,tag_76
q9023,94,tag_94
q3804,86,tag_86
q6103,121,tag_121
q5536,84,tag_84
q8979,116,tag_116
q5929,122,tag_122
q4031,135,tag_135
q9812,112,tag_112
q6523,115,tag_115
q5255,90,tag_90
q5689,74,tag_74
q9402,112,tag_112
q4533,125,tag_125
q5415,133,tag_133
q3943,76,tag_76
q8834,111,tag_111
q8656,87,tag_87
q5754,74,tag_74
q9686,77,tag_77
q5593,98,tag_98
q6222,99,tag_99
q5245,138,tag_138
q8746,128,tag_128
q5062,109,tag_109
q4557,100,tag_100
q5681,89,tag_89
q9171,77,tag_77
q5233,73,tag_73
q4744,104,tag_104
q4473,109,tag_109
q9738,85,tag_85
q6058,87,tag_87
q4467,108,tag_108
q4833,95,tag_95
q9457,77,tag_77
q3829,82,tag_82
q6163,93,tag_93
q8527,76,tag_76
q6088,119,tag_119
q5323,114,tag_114
q9703,76,tag_76
q5070,79,tag_79
q9974,76,tag_76
q4421,98,tag_98
q3888,74,tag_74
q4510,118,tag_118
q9947,77,tag_77
q5100,74,tag_74
q4710,71,tag_71
q5998,84,tag_84
q9453,77,tag_77
q8482,108,tag_108
q6397,77,tag_77
q6536,119,tag_119
q8523,77,tag_77
q5094,138,tag_138
q4013,76,tag_76
q10177,85,tag_85
q5401,97,tag_97
q5398,105,tag_105
q8719,144,tag_144
q4403,137,tag_137
q9687,85,tag_85
q5264,122,tag_122
q3682,104,tag_104
q9830,85,tag_85
q3915,130,tag_130
q5762,83,tag_83
q9380,119,tag_119
q4766,82,tag_82
q6432,71,tag_71
q8536,76,tag_76
q3689,89,tag_89
q9638,133,tag_133
q5738,118,tag_118
q9366,128,tag_128
q9628,78,tag_78
q6112,87,tag_87
q9708,77,tag_77
q9612,89,tag_89
q9831,77,tag_77
q5735,75,tag_75
q10065,76,tag_76
q4146,79,tag_79
q6147,89,tag_89
q10258,77,tag_77
q6043,103,tag_103
q4483,113,tag_113
q5596,104,tag_104
q10001,83,tag_83
q3782,103,tag_103
q6073,123,tag_123
q5327,114,tag_114
q9549,94,tag_94
q4277,73,tag_73
q6192,87,tag_87
q9397,95,tag_95
q5256,120,tag_120
q6521,116,tag_116
q5740,118,tag_118
q8633,76,tag_76
q4872,100,tag_100
q5458,106,tag_106
q9606,89,tag_89
q10262,76,tag_76
q5488,86,tag_86
q6337,79,tag_79
q9128,77,tag_77
q5262,108,tag_108
q5765,91,tag_91
q8507,85,tag_85
q5221,123,tag_123
q4785,88,tag_88
q8810,124,tag_124
q6351,130,tag_130
q9774,87,tag_87
q4754,88,tag_88
q4166,145,tag_145
q4115,87,tag_87
q9532,129,tag_129
q6425,77,tag_77
q5784,144,tag_144
q10312,78,tag_78
q4544,94,tag_94
q3770,72,tag_72
q3691,137,tag_137
q10311,71,tag_71
q4519,117,tag_117
q4370,84,tag_84
q3774,136,tag_136
q8501,77,tag_77
q4030,72,tag_72
q5507,96,tag_96
q10186,77,tag_77
q4518,79,tag_79
q4035,81,tag_81
q5537,80,tag_80
q10256,77,tag_77
q3989,77,tag_77
q4338,83,tag_83
q6501,113,tag_113
q8813,113,tag_113
q6201,119,tag_119
q6378,85,tag_85
q6333,117,tag_117
q8982,116,tag_116
q5669,120,tag_120
q6399,77,tag_77
q9516,83,tag_83
q5854,104,tag_104
q9713,85,tag_85
q4592,133,tag_133
q5393,133,tag_133
q4659,71,tag_71
q9123,85,tag_85
q6180,77,tag_77
q3838,103,tag_103
q8698,87,tag_87
q9797,74,tag_74
q5230,122,tag_122
q9957,106,tag_106
q4053,74,tag_74
q5737,75,tag_75
q5251,73,tag_73
q8824,108,tag_108
q5238,138,tag_138
q4388,98,tag_98
q9361,87,tag_87
q3700,126,tag_126
q4530,124,tag_124
q5057,144,tag_144
q9786,71,tag_71
q4137,88,tag_88
q3911,115,tag_115
q3798,86,tag_86
q9174,85,tag_85
q5218,95,tag_95
q6111,121,tag_121
q9892,74,tag_74
q5337,92,tag_92
q5764,98,tag_98
q5078,117,tag_117
q8619,77,tag_77
q6063,73,tag_73
q986,24;26;181;182,tag_24 tag_26 tag_181 tag_182
q685,23;24;25;184;181,tag_23 tag_24 tag_25 tag_184 tag_181
q808,28;32;181;184,tag_28 tag_32 tag_181 tag_184
q6977,82,tag_82
q6979,83,tag_83
q6980,143,tag_143
q6978,134,tag_134
q8524,85,tag_85
q3699,123,tag_123
q5665,73,tag_73
q4319,101,tag_101
q10081,83,tag_83
q8460,105,tag_105
q5405,97,tag_97
q6042,106,tag_106
q9160,76,tag_76
q4055,133,tag_133
q6742,104,tag_104
q5316,113,tag_113
q9053,77,tag_77
q5636,77,tag_77
q4432,104,tag_104
q5044,108,tag_108
q10263,77,tag_77
q6474,119,tag_119
q3802,86,tag_86
q6444,77,tag_77
q9573,130,tag_130
q6982,80,tag_80
q6983,112,tag_112
q6981,76,tag_76
q6984,143,tag_143
q5237,72,tag_72
q6179,85,tag_85
q9404,112,tag_112
q4554,130,tag_130
q4318,91,tag_91
q4230,71,tag_71
q539,179;34;35;181;185,tag_179 tag_34 tag_35 tag_181 tag_185
q973,28;29;183;184,tag_28 tag_29 tag_183 tag_184
q280,38;39;182;181,tag_38 tag_39 tag_182 tag_181
q763,30;34;35;183;184,tag_30 tag_34 tag_35 tag_183 tag_184
q581,24;26;183;184,tag_24 tag_26 tag_183 tag_184
q739,30;24;25;182;181,tag_30 tag_24 tag_25 tag_182 tag_181
q1224,30;34;42;185;184,tag_30 tag_34 tag_42 tag_185 tag_184
q4162,84,tag_84
q4578,76,tag_76
q307,30;24;48;181;182,tag_30 tag_24 tag_48 tag_181 tag_182
q297,24;40;183;184,tag_24 tag_40 tag_183 tag_184
q1131,31;32;182;181,tag_31 tag_32 tag_182 tag_181
q516,179;44;45;183;185,tag_179 tag_44 tag_45 tag_183 tag_185
q1391,24;26;183;184,tag_24 tag_26 tag_183 tag_184
q359,30;28;37;182;184,tag_30 tag_28 tag_37 tag_182 tag_184
q1060,44;45;185;184,tag_44 tag_45 tag_185 tag_184
q509,31;32;182;183,tag_31 tag_32 tag_182 tag_183
q3828,103,tag_103
q4076,90,tag_90
q3690,87,tag_87
q9359,128,tag_128
q5242,140,tag_140
q4446,98,tag_98
q3926,135,tag_135
q17315,85,tag_85
q5475,103,tag_103
q8152,20;21;182,tag_20 tag_21 tag_182
q10965,8;2;183,tag_8 tag_2 tag_183
q8179,18;7;179;183,tag_18 tag_7 tag_179 tag_183
q11230,4;2;182,tag_4 tag_2 tag_182
q84,20;21;181,tag_20 tag_21 tag_181
q136,3;2;179;182,tag_3 tag_2 tag_179 tag_182
q5258,87,tag_87
q5517,86,tag_86
q8717,88,tag_88
q4344,103,tag_103
q5632,89,tag_89
q9550,118,tag_118
q5487,106,tag_106
q4559,102,tag_102
q17135,98,tag_98
q5061,107,tag_107
q4619,131,tag_131
q6129,119,tag_119
q5846,98,tag_98
q8801,76,tag_76
q5065,117,tag_117
q3121,62;58;183,tag_62 tag_58 tag_183
q3120,62;53;183,tag_62 tag_53 tag_183
q3122,62;55;183,tag_62 tag_55 tag_183
q3484,63;179;52;182,tag_63 tag_179 tag_52 tag_182
q3483,63;179;56;182,tag_63 tag_179 tag_56 tag_182
q3485,63;179;52;182,tag_63 tag_179 tag_52 tag_182
q3074,59;58;181,tag_59 tag_58 tag_181
q3072,59;53;181,tag_59 tag_53 tag_181
q3073,59;54;181,tag_59 tag_54 tag_181
q3049,59;57;181,tag_59 tag_57 tag_181
q3048,59;52;181,tag_59 tag_52 tag_181
q3050,59;52;181,tag_59 tag_52 tag_181
q3041,70;55;185,tag_70 tag_55 tag_185
q3040,70;52;185,tag_70 tag_52 tag_185
q3039,70;56;185,tag_70 tag_56 tag_185
q6830,179;109,tag_179 tag_109
q6831,179;143,tag_179 tag_143
q6832,179;128,tag_179 tag_128
q6829,179;74,tag_179 tag_74
q6898,179;77,tag_179 tag_77
q6897,179;88,tag_179 tag_88
q6899,179;76,tag_179 tag_76
q6900,179;143,tag_179 tag_143
q6966,179;81,tag_179 tag_81
q6967,179;74,tag_179 tag_74
q6965,179;71,tag_179 tag_71
q6968,179;143,tag_179 tag_143
q8069,8;2;181,tag_8 tag_2 tag_181
q11238,13;2;184,tag_13 tag_2 tag_184
q8085,10;7;181,tag_10 tag_7 tag_181
q11055,1;2;181,tag_1 tag_2 tag_181
q31,1;2;179;181,tag_1 tag_2 tag_179 tag_181
q118,14;2;179;182,tag_14 tag_2 tag_179 tag_182
q11007,10;7;181,tag_10 tag_7 tag_181
q4904,81,tag_81
q10265,85,tag_85
q5282,117,tag_117
q4313,100,tag_100
q10157,85,tag_85
q6188,128,tag_128
q10128,83,tag_83
q5693,126,tag_126
q5725,117,tag_117
q9075,83,tag_83
q6313,74,tag_74
q10181,77,tag_77
q4746,135,tag_135
q3912,118,tag_118
q6498,92,tag_92
q9054,85,tag_85
q6409,77,tag_77
q9470,106,tag_106
q5675,121,tag_121
q8628,83,tag_83
q1336,27;24;26;185;183,tag_27 tag_24 tag_26 tag_185 tag_183
q202,24;40;181;185,tag_24 tag_40 tag_181 tag_185
q959,30;38;39;182;181,tag_30 tag_38 tag_39 tag_182 tag_181
q520,24;25;183;185,tag_24 tag_25 tag_183 tag_185
q335,44;45;181;185,tag_44 tag_45 tag_181 tag_185
q1165,44;45;184;181,tag_44 tag_45 tag_184 tag_181
q1003,44;45;181;182,tag_44 tag_45 tag_181 tag_182
q6479,83,tag_83
q6725,129,tag_129
q218,24;50;184;185,tag_24 tag_50 tag_184 tag_185
q5647,74,tag_74
q5720,83,tag_83
q3622,74,tag_74
q5115,74,tag_74
q5698,77,tag_77
q6276,74,tag_74
q4845,90,tag_90
q8853,77,tag_77
q4317,100,tag_100
q8386,77,tag_77
q404,24;40;185;181,tag_24 tag_40 tag_185 tag_181
q998,24;43;183;184,tag_24 tag_43 tag_183 tag_184
q1075,38;39;181;182,tag_38 tag_39 tag_181 tag_182
q984,24;33;184;183,tag_24 tag_33 tag_184 tag_183
q9773,78,tag_78
q3695,132,tag_132
q4040,81,tag_81
q9928,85,tag_85
q6508,114,tag_114
q6187,140,tag_140
q10180,85,tag_85
q5504,106,tag_106
q9543,94,tag_94
q4688,71,tag_71
q9185,85,tag_85
q4038,81,tag_81
q5930,80,tag_80
q8923,114,tag_114
q5394,133,tag_133
q8647,77,tag_77
q4047,133,tag_133
q10164,85,tag_85
q1084,34;42;182;183,tag_34 tag_42 tag_182 tag_183
q397,24;50;181;183,tag_24 tag_50 tag_181 tag_183
q1335,24;43;185;183,tag_24 tag_43 tag_185 tag_183
q1259,24;40;185;183,tag_24 tag_40 tag_185 tag_183
q774,38;39;185;181,tag_38 tag_39 tag_185 tag_181
q6194,123,tag_123
q4648,71,tag_71
q6186,140,tag_140
q9653,78,tag_78
q4596,134,tag_134
q5498,82,tag_82
q5272,123,tag_123
q9777,86,tag_86
q5482,86,tag_86
q6477,83,tag_83
q4568,85,tag_85
q9519,83,tag_83
q4161,101,tag_101
q6254,129,tag_129
q8535,77,tag_77
q3919,114,tag_114
q9922,85,tag_85
q3831,96,tag_96
q4569,85,tag_85
q10175,85,tag_85
q3985,132,tag_132
q5050,107,tag_107
q8625,85,tag_85
q6221,99,tag_99
q6330,94,tag_94
q8644,77,tag_77
q4603,72,tag_72
q9837,85,tag_85
q1316,30;28;29;184;185,tag_30 tag_28 tag_29 tag_184 tag_185
q1115,24;50;185;184,tag_24 tag_50 tag_185 tag_184
q666,24;40;182;181,tag_24 tag_40 tag_182 tag_181
q692,179;44;45;184;181,tag_179 tag_44 tag_45 tag_184 tag_181
q902,30;46;47;181;184,tag_30 tag_46 tag_47 tag_181 tag_184
q1240,27;28;45;181;185,tag_27 tag_28 tag_45 tag_181 tag_185
q583,30;44;45;182;184,tag_30 tag_44 tag_45 tag_182 tag_184
q9488,76,tag_76
q3898,123,tag_123
q9092,77,tag_77
q1292,24;33;181;185,tag_24 tag_33 tag_181 tag_185
q878,51;24;26;183;181,tag_51 tag_24 tag_26 tag_183 tag_181
q758,30;34;42;182;183,tag_30 tag_34 tag_42 tag_182 tag_183
q588,24;25;182;183,tag_24 tag_25 tag_182 tag_183
q9325,121,tag_121
q4552,130,tag_130
q5649,128,tag_128
q4695,71,tag_71
q5466,96,tag_96
q6094,119,tag_119
q10190,77,tag_77
q6123,119,tag_119
q9935,77,tag_77
q5324,81,tag_81
q6215,88,tag_88
q8852,110,tag_110
q6443,94,tag_94
q9109,77,tag_77
q5562,84,tag_84
q4464,104,tag_104
q5248,97,tag_97
q9004,78,tag_78
q4078,120,tag_120
q6160,92,tag_92
q10245,83,tag_83
q9631,133,tag_133
q9410,79,tag_79
q4260,86,tag_86
q4248,82,tag_82
q10074,76,tag_76
q952,51;24;26;183;182,tag_51 tag_24 tag_26 tag_183 tag_182
q336,179;28;29;184;183,tag_179 tag_28 tag_29 tag_184 tag_183
q439,44;49;185;183,tag_44 tag_49 tag_185 tag_183
q427,24;40;183;185,tag_24 tag_40 tag_183 tag_185
q422,23;24;33;185;181,tag_23 tag_24 tag_33 tag_185 tag_181
q1000,24;33;182;183,tag_24 tag_33 tag_182 tag_183
q856,30;28;29;181;185,tag_30 tag_28 tag_29 tag_181 tag_185
q982,24;33;183;182,tag_24 tag_33 tag_183 tag_182
q448,30;179;34;35;185;183,tag_30 tag_179 tag_34 tag_35 tag_185 tag_183
q447,27;46;47;183;181,tag_27 tag_46 tag_47 tag_183 tag_181
q9879,83,tag_83
q4475,107,tag_107
q5651,72,tag_72
q9823,141,tag_141
q6338,88,tag_88
q5052,107,tag_107
q8514,85,tag_85
q5685,104,tag_104
q8666,73,tag_73
q8589,106,tag_106
q8682,121,tag_121
q4924,84,tag_84
q4127,94,tag_94
q10113,77,tag_77
q5691,126,tag_126
q5103,100,tag_100
q8804,115,tag_115
q6183,140,tag_140
q10018,78,tag_78
q9949,77,tag_77
q4493,116,tag_116
q4870,71,tag_71
q9690,77,tag_77
q5547,80,tag_80
q5333,116,tag_116
q9415,122,tag_122
q5414,134,tag_134
q4084,87,tag_87
q8590,106,tag_106
q5625,82,tag_82
q6450,77,tag_77
q9911,85,tag_85
q6340,117,tag_117
q5360,78,tag_78
q4058,87,tag_87
q10299,85,tag_85
q4548,80,tag_80
q6387,85,tag_85
q6114,87,tag_87
q10086,83,tag_83
q5722,83,tag_83
q6503,114,tag_114
q10278,77,tag_77
q6499,114,tag_114
q4089,119,tag_119
q9462,77,tag_77
q6431,88,tag_88
q5040,134,tag_134
q10106,108,tag_108
q4582,132,tag_132
q9458,77,tag_77
q5161,105,tag_105
q4777,98,tag_98
q6509,116,tag_116
q4883,132,tag_132
q5266,121,tag_121
q4803,71,tag_71
q8821,108,tag_108
q4758,103,tag_103
q4315,84,tag_84
q6413,106,tag_106
q9939,77,tag_77
q6486,105,tag_105
q5630,73,tag_73
q8200,71,tag_71
q5308,130,tag_130
q5222,90,tag_90
q4602,72,tag_72
q9795,98,tag_98
q6156,91,tag_91
q8445,74,tag_74
q6355,130,tag_130
q9856,76,tag_76
q4450,72,tag_72
q4520,117,tag_117
q6539,90,tag_90
q9497,84,tag_84
q4336,83,tag_83
q4514,79,tag_79
q5396,133,tag_133
q9056,76,tag_76
q5246,123,tag_123
q5417,133,tag_133
q918,27;24;48;183;184,tag_27 tag_24 tag_48 tag_183 tag_184
q4829,83,tag_83
q5424,98,tag_98
q5335,78,tag_78
q4025,76,tag_76
q5243,123,tag_123
q8164,5;2;179;182,tag_5 tag_2 tag_179 tag_182
q8400,74,tag_74
q4598,83,tag_83
q3950,76,tag_76
q5446,86,tag_86
q8534,77,tag_77
q6064,120,tag_120
q4358,71,tag_71
q8504,85,tag_85
q5657,72,tag_72
q4479,99,tag_99
q10244,83,tag_83
q5277,93,tag_93
q4561,101,tag_101
q10005,83,tag_83
q6061,120,tag_120
q4489,114,tag_114
q8867,85,tag_85
q3960,84,tag_84
q9762,76,tag_76
q5853,80,tag_80
q6159,85,tag_85
q8993,78,tag_78
q6193,95,tag_95
q6516,116,tag_116
q9732,76,tag_76
q3929,94,tag_94
q10281,85,tag_85
q4179,84,tag_84
q5510,96,tag_96
q9475,76,tag_76
q4792,88,tag_88
q6205,82,tag_82
q9537,94,tag_94
q4144,71,tag_71
q6529,119,tag_119
q10112,76,tag_76
q5310,105,tag_105
q4027,105,tag_105
q3697,122,tag_122
q10200,77,tag_77
q4553,130,tag_130
q4102,93,tag_93
q8623,85,tag_85
q6528,90,tag_90
q17376,86,tag_86
q6069,87,tag_87
q9807,140,tag_140
q4056,81,tag_81
q5249,90,tag_90
q5189,74,tag_74
q3927,85,tag_85
q6458,76,tag_76
q4797,98,tag_98
q6541,95,tag_95
q3667,77,tag_77
q10027,78,tag_78
q6755,76,tag_76
q4774,88,tag_88
q3860,74,tag_74
q6750,119,tag_119
q6108,119,tag_119
q5805,74,tag_74
q6086,119,tag_119
q377,30;31;32;185;181,tag_30 tag_31 tag_32 tag_185 tag_181
q6278,74,tag_74
q5577,84,tag_84
q6372,85,tag_85
q983,179;31;32;183;181,tag_179 tag_31 tag_32 tag_183 tag_181
q5095,109,tag_109
q98,5;2;179;184,tag_5 tag_2 tag_179 tag_184
q5385,71,tag_71
q3884,74,tag_74
q4124,72,tag_72
q5010,74,tag_74
q6301,74,tag_74
q6148,74,tag_74
q6359,84,tag_84
q5709,83,tag_83
q387,34;35;181;185,tag_34 tag_35 tag_181 tag_185
q3298,60;53;181,tag_60 tag_53 tag_181
q3297,60;56;181,tag_60 tag_56 tag_181
q3299,60;54;181,tag_60 tag_54 tag_181
q2754,68;56;182,tag_68 tag_56 tag_182
q2756,68;55;182,tag_68 tag_55 tag_182
q2755,68;54;182,tag_68 tag_54 tag_182
q1780,54;184;185;181,tag_54 tag_184 tag_185 tag_181
q1781,54;184;185;181,tag_54 tag_184 tag_185 tag_181
q1779,54;184;185;181,tag_54 tag_184 tag_185 tag_181
q9508,83,tag_83
q5313,113,tag_113
q5373,82,tag_82
q9715,76,tag_76
q5386,71,tag_71
q4491,115,tag_115
q17118,76,tag_76
q3666,93,tag_93
q5096,130,tag_130
q5234,72,tag_72
q4321,102,tag_102
q10253,132,tag_132
q1054,44;45;185;183,tag_44 tag_45 tag_185 tag_183
q1384,30;44;45;182;181,tag_30 tag_44 tag_45 tag_182 tag_181
q566,24;43;183;181,tag_24 tag_43 tag_183 tag_181
q835,36;37;181;183,tag_36 tag_37 tag_181 tag_183
q740,24;43;182;181,tag_24 tag_43 tag_182 tag_181
q699,30;28;37;182;181,tag_30 tag_28 tag_37 tag_182 tag_181
q1153,30;24;41;183;182,tag_30 tag_24 tag_41 tag_183 tag_182
q1225,44;49;181;185,tag_44 tag_49 tag_181 tag_185
q423,24;25;185;183,tag_24 tag_25 tag_185 tag_183
q724,31;42;183;185,tag_31 tag_42 tag_183 tag_185
q968,44;45;183;184,tag_44 tag_45 tag_183 tag_184
q888,34;35;182;181,tag_34 tag_35 tag_182 tag_181
q1089,179;34;35;183;182,tag_179 tag_34 tag_35 tag_183 tag_182
q283,27;179;24;25;182;184,tag_27 tag_179 tag_24 tag_25 tag_182 tag_184
q1267,34;42;183;182,tag_34 tag_42 tag_183 tag_182
q745,27;24;43;182;181,tag_27 tag_24 tag_43 tag_182 tag_181
q1110,27;24;50;185;183,tag_27 tag_24 tag_50 tag_185 tag_183
q8068,1;2;182,tag_1 tag_2 tag_182
q8067,13;2;179;183,tag_13 tag_2 tag_179 tag_183
q10951,19;2;182,tag_19 tag_2 tag_182
q41,4;2;181,tag_4 tag_2 tag_181
q143,11;7;181,tag_11 tag_7 tag_181
q2,15;2;182,tag_15 tag_2 tag_182
q10969,10;7;181,tag_10 tag_7 tag_181
q8109,16;2;181,tag_16 tag_2 tag_181
q10977,18;7;181,tag_18 tag_7 tag_181
q8165,13;2;183,tag_13 tag_2 tag_183
q11242,6;7;184,tag_6 tag_7 tag_184
q8161,5;2;181,tag_5 tag_2 tag_181
q73,5;2;179;183,tag_5 tag_2 tag_179 tag_183
q8175,6;7;179;183,tag_6 tag_7 tag_179 tag_183
q11231,6;7;183,tag_6 tag_7 tag_183
q8084,6;7;183,tag_6 tag_7 tag_183
q10956,19;2;183,tag_19 tag_2 tag_183
q141,9;2;183,tag_9 tag_2 tag_183
q11217,18;7;181,tag_18 tag_7 tag_181
q792,28;35;184;183,tag_28 tag_35 tag_184 tag_183
q1280,23;24;33;184;181,tag_23 tag_24 tag_33 tag_184 tag_181
q949,38;39;182;183,tag_38 tag_39 tag_182 tag_183
q1250,24;41;183;185,tag_24 tag_41 tag_183 tag_185
q1143,36;37;182;181,tag_36 tag_37 tag_182 tag_181
q877,179;28;29;184;183,tag_179 tag_28 tag_29 tag_184 tag_183
q1114,36;37;184;185,tag_36 tag_37 tag_184 tag_185
q905,24;41;182;183,tag_24 tag_41 tag_182 tag_183
q631,24;26;183;182,tag_24 tag_26 tag_183 tag_182
q285,34;35;184;182,tag_34 tag_35 tag_184 tag_182
q11086,6;7;184,tag_6 tag_7 tag_184
q11,15;2;181,tag_15 tag_2 tag_181
q10954,13;2;181,tag_13 tag_2 tag_181
q123,17;7;183,tag_17 tag_7 tag_183
q11170,180;2;183,tag_180 tag_2 tag_183
q171,9;2;184,tag_9 tag_2 tag_184
q122,8;2;181,tag_8 tag_2 tag_181
q11148,14;2;181,tag_14 tag_2 tag_181
q27,4;2;179;183,tag_4 tag_2 tag_179 tag_183
q121,20;21;185,tag_20 tag_21 tag_185
q74,5;2;179;184,tag_5 tag_2 tag_179 tag_184
q11142,19;2;182,tag_19 tag_2 tag_182
q112,14;2;179;182,tag_14 tag_2 tag_179 tag_182
q132,12;2;179;182,tag_12 tag_2 tag_179 tag_182
q259,24;25;182;183,tag_24 tag_25 tag_182 tag_183
q788,31;42;183;181,tag_31 tag_42 tag_183 tag_181
q825,46;47;182;183,tag_46 tag_47 tag_182 tag_183
q256,34;42;184;183,tag_34 tag_42 tag_184 tag_183
q1266,31;45;184;182,tag_31 tag_45 tag_184 tag_182
q291,24;41;182;181,tag_24 tag_41 tag_182 tag_181
q1076,30;36;37;181;183,tag_30 tag_36 tag_37 tag_181 tag_183
q547,27;179;28;29;184;181,tag_27 tag_179 tag_28 tag_29 tag_184 tag_181
q11070,8;2;184,tag_8 tag_2 tag_184
q8168,6;7;179;182,tag_6 tag_7 tag_179 tag_182
q8180,6;7;184,tag_6 tag_7 tag_184
q11188,13;2;181,tag_13 tag_2 tag_181
q4375,98,tag_98
q643,28;37;184;181,tag_28 tag_37 tag_184 tag_181
q4502,74,tag_74
q6382,85,tag_85
q8695,119,tag_119
q5756,74,tag_74
q6369,85,tag_85
q130,6;7;182,tag_6 tag_7 tag_182
q3741,78,tag_78
q6237,79,tag_79
q3992,86,tag_86
q4485,81,tag_81
q4395,84,tag_84
q5540,80,tag_80
q489,30;34;35;184;182,tag_30 tag_34 tag_35 tag_184 tag_182
q5976,84,tag_84
q6294,105,tag_105
q4879,71,tag_71
q1365,38;39;184;181,tag_38 tag_39 tag_184 tag_181
q5776,107,tag_107
q206,31;32;183;185,tag_31 tag_32 tag_183 tag_185
q4101,121,tag_121
q4819,77,tag_77
q4160,94,tag_94
q6392,77,tag_77
q6435,78,tag_78
q4947,74,tag_74
q360,30;36;37;184;181,tag_30 tag_36 tag_37 tag_184 tag_181
q568,24;25;182;183,tag_24 tag_25 tag_182 tag_183
q503,36;37;181;183,tag_36 tag_37 tag_181 tag_183
q333,30;36;37;184;181,tag_30 tag_36 tag_37 tag_184 tag_181
q523,30;179;34;42;185;181,tag_30 tag_179 tag_34 tag_42 tag_185 tag_181
q532,24;50;184;181,tag_24 tag_50 tag_184 tag_181
q601,24;33;183;182,tag_24 tag_33 tag_183 tag_182
q9432,85,tag_85
q8411,74,tag_74
q8842,137,tag_137
q271,36;37;182;183,tag_36 tag_37 tag_182 tag_183
q1213,28;29;181;183,tag_28 tag_29 tag_181 tag_183
q1260,27;179;24;41;181;185,tag_27 tag_179 tag_24 tag_41 tag_181 tag_185
q861,24;41;185;181,tag_24 tag_41 tag_185 tag_181
q1385,30;28;29;181;184,tag_30 tag_28 tag_29 tag_181 tag_184
q18014,34;35;184;181,tag_34 tag_35 tag_184 tag_181
q1103,24;26;185;181,tag_24 tag_26 tag_185 tag_181
q6045,103,tag_103
q4793,82,tag_82
q4961,74,tag_74
q5843,84,tag_84
q6731,77,tag_77
q4310,86,tag_86
q6472,83,tag_83
q626,23;24;33;183;181,tag_23 tag_24 tag_33 tag_183 tag_181
q609,38;39;184;181,tag_38 tag_39 tag_184 tag_181
q1258,28;42;185;183,tag_28 tag_42 tag_185 tag_183
q1147,24;26;182;181,tag_24 tag_26 tag_182 tag_181
q9919,85,tag_85
q4691,71,tag_71
q1211,34;42;183;185,tag_34 tag_42 tag_183 tag_185
q5815,74,tag_74
q9580,119,tag_119
q5091,129,tag_129
q4914,83,tag_83
q4730,74,tag_74
q4111,87,tag_87
q5104,103,tag_103
